"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"19 years"	"19"	"2020"	"2020"	11	4272385	Unreliable
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"19 years"	"19"	"2021"	"2021"	10	4272123	Unreliable
	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"19 years"	"19"	"2022 "	"2022"	10	4295710	Unreliable
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"15 years"	"15"	"2021"	"2021"	13	4355926	Unreliable
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"17 years"	"17"	"2022 "	"2022"	10	4291066	Unreliable
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"18 years"	"18"	"2019"	"2019"	11	4255827	Unreliable
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"18 years"	"18"	"2020"	"2020"	13	4159857	Unreliable
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"19 years"	"19"	"2021"	"2021"	11	4272123	Unreliable
	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"19 years"	"19"	"2022 "	"2022"	13	4295710	Unreliable
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"1 year"	"1"	"2018"	"2018"	267	3912900	6.8
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"1 year"	"1"	"2019"	"2019"	270	3829599	7.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"1 year"	"1"	"2020"	"2020"	263	3773884	7.0
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"1 year"	"1"	"2021"	"2021"	295	3702936	8.0
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"1 year"	"1"	"2022 "	"2022"	313	3588817	8.7
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2 years"	"2"	"2018"	"2018"	282	3991437	7.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2 years"	"2"	"2019"	"2019"	226	3922044	5.8
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2 years"	"2"	"2020"	"2020"	238	3853025	6.2
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2 years"	"2"	"2021"	"2021"	254	3767428	6.7
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2 years"	"2"	"2022 "	"2022"	255	3693362	6.9
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"3 years"	"3"	"2018"	"2018"	175	4036562	4.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"3 years"	"3"	"2019"	"2019"	155	3998665	3.9
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"3 years"	"3"	"2020"	"2020"	184	3921526	4.7
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"3 years"	"3"	"2021"	"2021"	209	3856743	5.4
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"3 years"	"3"	"2022 "	"2022"	215	3742836	5.7
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"4 years"	"4"	"2018"	"2018"	125	4021168	3.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"4 years"	"4"	"2019"	"2019"	117	4043323	2.9
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"4 years"	"4"	"2020"	"2020"	105	4017847	2.6
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"4 years"	"4"	"2021"	"2021"	152	3935738	3.9
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"4 years"	"4"	"2022 "	"2022"	119	3830225	3.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"5 years"	"5"	"2018"	"2018"	91	4010118	2.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"5 years"	"5"	"2019"	"2019"	93	4028281	2.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"5 years"	"5"	"2020"	"2020"	93	4054336	2.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"5 years"	"5"	"2021"	"2021"	114	4040153	2.8
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"5 years"	"5"	"2022 "	"2022"	100	3907298	2.6
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"6 years"	"6"	"2018"	"2018"	74	4015259	1.8
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"6 years"	"6"	"2019"	"2019"	74	4017227	1.8
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"6 years"	"6"	"2020"	"2020"	59	4040169	1.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"6 years"	"6"	"2021"	"2021"	89	4076629	2.2
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"6 years"	"6"	"2022 "	"2022"	84	4008898	2.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"7 years"	"7"	"2018"	"2018"	69	4059363	1.7
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"7 years"	"7"	"2019"	"2019"	59	4022319	1.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"7 years"	"7"	"2020"	"2020"	54	4029753	1.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"7 years"	"7"	"2021"	"2021"	59	4064596	1.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"7 years"	"7"	"2022 "	"2022"	57	4043729	1.4
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"8 years"	"8"	"2018"	"2018"	56	4055624	1.4
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"8 years"	"8"	"2019"	"2019"	43	4066194	1.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"8 years"	"8"	"2020"	"2020"	51	4034785	1.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"8 years"	"8"	"2021"	"2021"	63	4051555	1.6
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"8 years"	"8"	"2022 "	"2022"	55	4031341	1.4
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"9 years"	"9"	"2018"	"2018"	49	4055278	1.2
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"9 years"	"9"	"2019"	"2019"	49	4061874	1.2
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"9 years"	"9"	"2020"	"2020"	42	4078668	1.0
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"9 years"	"9"	"2021"	"2021"	57	4058615	1.4
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"9 years"	"9"	"2022 "	"2022"	52	4017929	1.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"10 years"	"10"	"2018"	"2018"	46	4184077	1.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"10 years"	"10"	"2019"	"2019"	43	4060940	1.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"10 years"	"10"	"2020"	"2020"	40	4074173	1.0
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"10 years"	"10"	"2021"	"2021"	58	4103489	1.4
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"10 years"	"10"	"2022 "	"2022"	53	4024547	1.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"11 years"	"11"	"2018"	"2018"	48	4203007	1.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"11 years"	"11"	"2019"	"2019"	47	4189261	1.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"11 years"	"11"	"2020"	"2020"	50	4072994	1.2
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"11 years"	"11"	"2021"	"2021"	56	4189406	1.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"11 years"	"11"	"2022 "	"2022"	49	4068564	1.2
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"12 years"	"12"	"2018"	"2018"	50	4168485	1.2
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"12 years"	"12"	"2019"	"2019"	43	4208387	1.0
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"12 years"	"12"	"2020"	"2020"	54	4200977	1.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"12 years"	"12"	"2021"	"2021"	46	4279315	1.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"12 years"	"12"	"2022 "	"2022"	66	4152811	1.6
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"13 years"	"13"	"2018"	"2018"	55	4156887	1.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"13 years"	"13"	"2019"	"2019"	48	4175221	1.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"13 years"	"13"	"2020"	"2020"	77	4219921	1.8
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"13 years"	"13"	"2021"	"2021"	86	4442581	1.9
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"13 years"	"13"	"2022 "	"2022"	81	4240884	1.9
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"14 years"	"14"	"2018"	"2018"	73	4167071	1.8
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"14 years"	"14"	"2019"	"2019"	82	4164459	2.0
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"14 years"	"14"	"2020"	"2020"	89	4186358	2.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"14 years"	"14"	"2021"	"2021"	94	4432993	2.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"14 years"	"14"	"2022 "	"2022"	110	4403033	2.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"15 years"	"15"	"2018"	"2018"	85	4141218	2.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"15 years"	"15"	"2019"	"2019"	102	4175459	2.4
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"15 years"	"15"	"2020"	"2020"	139	4175920	3.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"15 years"	"15"	"2021"	"2021"	137	4355926	3.1
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"15 years"	"15"	"2022 "	"2022"	155	4396566	3.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"16 years"	"16"	"2018"	"2018"	121	4130744	2.9
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"16 years"	"16"	"2019"	"2019"	132	4150420	3.2
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"16 years"	"16"	"2020"	"2020"	205	4187874	4.9
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"16 years"	"16"	"2021"	"2021"	216	4310462	5.0
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"16 years"	"16"	"2022 "	"2022"	252	4325808	5.8
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"17 years"	"17"	"2018"	"2018"	181	4241936	4.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"17 years"	"17"	"2019"	"2019"	186	4142425	4.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"17 years"	"17"	"2020"	"2020"	319	4164893	7.7
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"17 years"	"17"	"2021"	"2021"	375	4333375	8.7
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"17 years"	"17"	"2022 "	"2022"	360	4291066	8.4
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"18 years"	"18"	"2018"	"2018"	315	4319722	7.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"18 years"	"18"	"2019"	"2019"	324	4255827	7.6
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"18 years"	"18"	"2020"	"2020"	552	4159857	13.3
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"18 years"	"18"	"2021"	"2021"	578	4292780	13.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"18 years"	"18"	"2022 "	"2022"	542	4326642	12.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"19 years"	"19"	"2018"	"2018"	404	4263601	9.5
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"19 years"	"19"	"2019"	"2019"	442	4330439	10.2
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"19 years"	"19"	"2020"	"2020"	715	4272385	16.7
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"19 years"	"19"	"2021"	"2021"	754	4272123	17.6
	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"19 years"	"19"	"2022 "	"2022"	669	4295710	15.6
	"Falls (W00-W19)"	"GR113-118"	"16 years"	"16"	"2020"	"2020"	13	4187874	Unreliable
	"Falls (W00-W19)"	"GR113-118"	"18 years"	"18"	"2018"	"2018"	10	4319722	Unreliable
	"Falls (W00-W19)"	"GR113-118"	"18 years"	"18"	"2019"	"2019"	13	4255827	Unreliable
	"Falls (W00-W19)"	"GR113-118"	"18 years"	"18"	"2020"	"2020"	14	4159857	Unreliable
	"Falls (W00-W19)"	"GR113-118"	"18 years"	"18"	"2021"	"2021"	14	4292780	Unreliable
	"Falls (W00-W19)"	"GR113-118"	"18 years"	"18"	"2022 "	"2022"	10	4326642	Unreliable
	"Falls (W00-W19)"	"GR113-118"	"19 years"	"19"	"2018"	"2018"	19	4263601	Unreliable
	"Falls (W00-W19)"	"GR113-118"	"19 years"	"19"	"2019"	"2019"	20	4330439	0.5
	"Falls (W00-W19)"	"GR113-118"	"19 years"	"19"	"2020"	"2020"	16	4272385	Unreliable
	"Falls (W00-W19)"	"GR113-118"	"19 years"	"19"	"2021"	"2021"	17	4272123	Unreliable
	"Falls (W00-W19)"	"GR113-118"	"19 years"	"19"	"2022 "	"2022"	17	4295710	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2 years"	"2"	"2018"	"2018"	13	3991437	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2 years"	"2"	"2019"	"2019"	10	3922044	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2 years"	"2"	"2020"	"2020"	13	3853025	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2 years"	"2"	"2021"	"2021"	11	3767428	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2 years"	"2"	"2022 "	"2022"	13	3693362	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"3 years"	"3"	"2018"	"2018"	10	4036562	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"3 years"	"3"	"2020"	"2020"	13	3921526	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"3 years"	"3"	"2021"	"2021"	22	3856743	0.6
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"3 years"	"3"	"2022 "	"2022"	20	3742836	0.5
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"4 years"	"4"	"2020"	"2020"	11	4017847	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"4 years"	"4"	"2021"	"2021"	13	3935738	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"4 years"	"4"	"2022 "	"2022"	12	3830225	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"5 years"	"5"	"2020"	"2020"	10	4054336	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"14 years"	"14"	"2020"	"2020"	12	4186358	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"14 years"	"14"	"2021"	"2021"	13	4432993	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"15 years"	"15"	"2018"	"2018"	11	4141218	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"15 years"	"15"	"2019"	"2019"	11	4175459	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"15 years"	"15"	"2021"	"2021"	17	4355926	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"15 years"	"15"	"2022 "	"2022"	10	4396566	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"16 years"	"16"	"2018"	"2018"	10	4130744	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"16 years"	"16"	"2022 "	"2022"	12	4325808	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"17 years"	"17"	"2018"	"2018"	13	4241936	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"17 years"	"17"	"2019"	"2019"	18	4142425	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"17 years"	"17"	"2020"	"2020"	12	4164893	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"17 years"	"17"	"2022 "	"2022"	11	4291066	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"18 years"	"18"	"2018"	"2018"	11	4319722	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"18 years"	"18"	"2019"	"2019"	15	4255827	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"18 years"	"18"	"2020"	"2020"	15	4159857	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"18 years"	"18"	"2021"	"2021"	16	4292780	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"18 years"	"18"	"2022 "	"2022"	13	4326642	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"19 years"	"19"	"2018"	"2018"	17	4263601	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"19 years"	"19"	"2019"	"2019"	14	4330439	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"19 years"	"19"	"2020"	"2020"	13	4272385	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"19 years"	"19"	"2021"	"2021"	12	4272123	Unreliable
	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"19 years"	"19"	"2022 "	"2022"	13	4295710	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"1 year"	"1"	"2018"	"2018"	130	3912900	3.3
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"1 year"	"1"	"2019"	"2019"	118	3829599	3.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"1 year"	"1"	"2020"	"2020"	139	3773884	3.7
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"1 year"	"1"	"2021"	"2021"	129	3702936	3.5
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"1 year"	"1"	"2022 "	"2022"	142	3588817	4.0
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2 years"	"2"	"2018"	"2018"	163	3991437	4.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2 years"	"2"	"2019"	"2019"	128	3922044	3.3
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2 years"	"2"	"2020"	"2020"	144	3853025	3.7
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2 years"	"2"	"2021"	"2021"	156	3767428	4.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2 years"	"2"	"2022 "	"2022"	155	3693362	4.2
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"3 years"	"3"	"2018"	"2018"	96	4036562	2.4
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"3 years"	"3"	"2019"	"2019"	78	3998665	2.0
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"3 years"	"3"	"2020"	"2020"	96	3921526	2.4
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"3 years"	"3"	"2021"	"2021"	114	3856743	3.0
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"3 years"	"3"	"2022 "	"2022"	106	3742836	2.8
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"4 years"	"4"	"2018"	"2018"	54	4021168	1.3
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"4 years"	"4"	"2019"	"2019"	54	4043323	1.3
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"4 years"	"4"	"2020"	"2020"	44	4017847	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"4 years"	"4"	"2021"	"2021"	76	3935738	1.9
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"4 years"	"4"	"2022 "	"2022"	55	3830225	1.4
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"5 years"	"5"	"2018"	"2018"	30	4010118	0.7
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"5 years"	"5"	"2019"	"2019"	50	4028281	1.2
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"5 years"	"5"	"2020"	"2020"	42	4054336	1.0
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"5 years"	"5"	"2021"	"2021"	53	4040153	1.3
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"5 years"	"5"	"2022 "	"2022"	42	3907298	1.1
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"6 years"	"6"	"2018"	"2018"	34	4015259	0.8
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"6 years"	"6"	"2019"	"2019"	30	4017227	0.7
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"6 years"	"6"	"2020"	"2020"	25	4040169	0.6
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"6 years"	"6"	"2021"	"2021"	31	4076629	0.8
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"6 years"	"6"	"2022 "	"2022"	31	4008898	0.8
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"7 years"	"7"	"2018"	"2018"	30	4059363	0.7
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"7 years"	"7"	"2019"	"2019"	19	4022319	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"7 years"	"7"	"2020"	"2020"	22	4029753	0.5
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"7 years"	"7"	"2021"	"2021"	24	4064596	0.6
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"7 years"	"7"	"2022 "	"2022"	17	4043729	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"8 years"	"8"	"2018"	"2018"	21	4055624	0.5
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"8 years"	"8"	"2019"	"2019"	17	4066194	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"8 years"	"8"	"2020"	"2020"	16	4034785	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"8 years"	"8"	"2021"	"2021"	19	4051555	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"8 years"	"8"	"2022 "	"2022"	13	4031341	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"9 years"	"9"	"2018"	"2018"	15	4055278	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"9 years"	"9"	"2019"	"2019"	17	4061874	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"9 years"	"9"	"2020"	"2020"	10	4078668	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"9 years"	"9"	"2021"	"2021"	16	4058615	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"9 years"	"9"	"2022 "	"2022"	16	4017929	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"10 years"	"10"	"2018"	"2018"	15	4184077	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"10 years"	"10"	"2019"	"2019"	16	4060940	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"10 years"	"10"	"2020"	"2020"	12	4074173	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"10 years"	"10"	"2021"	"2021"	19	4103489	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"10 years"	"10"	"2022 "	"2022"	18	4024547	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"11 years"	"11"	"2018"	"2018"	16	4203007	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"11 years"	"11"	"2019"	"2019"	17	4189261	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"11 years"	"11"	"2020"	"2020"	12	4072994	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"11 years"	"11"	"2021"	"2021"	19	4189406	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"11 years"	"11"	"2022 "	"2022"	15	4068564	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"12 years"	"12"	"2018"	"2018"	15	4168485	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"12 years"	"12"	"2019"	"2019"	10	4208387	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"12 years"	"12"	"2020"	"2020"	11	4200977	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"12 years"	"12"	"2021"	"2021"	13	4279315	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"12 years"	"12"	"2022 "	"2022"	20	4152811	0.5
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"13 years"	"13"	"2018"	"2018"	18	4156887	Unreliable
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"13 years"	"13"	"2019"	"2019"	20	4175221	0.5
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"13 years"	"13"	"2020"	"2020"	26	4219921	0.6
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"13 years"	"13"	"2021"	"2021"	21	4442581	0.5
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"13 years"	"13"	"2022 "	"2022"	20	4240884	0.5
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"14 years"	"14"	"2018"	"2018"	22	4167071	0.5
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"14 years"	"14"	"2019"	"2019"	37	4164459	0.9
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"14 years"	"14"	"2020"	"2020"	21	4186358	0.5
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"14 years"	"14"	"2021"	"2021"	23	4432993	0.5
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"14 years"	"14"	"2022 "	"2022"	30	4403033	0.7
	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"15 years"	"15"	"2018"	"2018"	21	4141218	0.5
